Username,Date,Reviews,Rating,Model 
Sharon Faulkner,2/27/2024,By George I like it!! It has quirks (don't they all) but it is a keeper.,4,Tab M9
DottyB|DottyB,10/30/2023,"I really like this tablet.  I don't need any fancy for my basic needs.  This is much faster than my older tablet and just a fraction of the cost that I would have paid elsewhere for something compatible.The screen protector that came with this phone was EXTREMELY difficult to install.  The tabs would not come off of the individual sheets and while trying to remove them, the sheets were damaged.  It was difficult for me because I have arthritis in my hands.  This is a heads up for others who might have the same issue.  I had to buy another screen protector.",5,Tab M9
Excelente producto,4/18/2024,Ideal para trabajos basicos|,4,Tab M9
Meow,3/8/2024,Nice tablet. Got it for my son easy to use Good quality.,4,Tab M9
Charles,3/27/2024,"I was surprised with the quality of the picture, it's a lower resolution but it's nice.the battery seems to last awhile. Operations are fast. Apps work great. Roblox is perfect... (Kids...)I was either going to get this or another amazon fire tablet. Been through 2. wanted to try a different approach. this was perfect.",5,Tab M9
Kathryn,11/14/2024,"I bought a Lenovo Tablet from Amazon on September 20, 2024. Today is November 14, 2024 and it will not turn on. It's fully charged and I have tried every online suggestion. I regret not purchasing a warranty. Very disappointed.",2,Tab M9
Hector Enrique Caino,9/5/2024,Cumplir mis expectativas|,5,Tab M9
omgroxyt,3/9/2024,"Purchased as a Christmas present for my young daughter. Works great, charges fast/holds charge. Has YT kids! And lots of fun coloring/ learning games. I love that she is set up with parental controls.I can switch users if I want to use the tablet and have my own apps and settings. And it was affordable to purchase",5,Tab M9
Mayalin Contreras,4/5/2024,"Agradablemente sorprendida de sus funcionalidades, larga duración de la batería, sistema operativo y al conveniente precio que la adquirí, he tenido varias tabletas de las marcas más populares y ésta supera a las otras.  Aparte de eso, es la más liviana del mercado en su categoría.|",5,Tab M9
Laura,12/1/2023,Like title says tablet is beautiful and I love it but it is incompatible with square reader and it was purchased solely for that purpose it has to go back,4,Tab M9
Harold Zoid,7/13/2023,Great tablet for browsing and normal app use.  Great android software.  Websites load quickly with no lag. gestures and features are quick and responsive.  Typing is snappy and quick.  This is the closest to an Ipad I've found for the price. Nice textured metal backing which feels like a good weight and is sturdy. Its customizable like any normal Android tab. Not much bloatware. Overall really impressed with such an inexpensive tablet.  It comes with a folding case AND screen protector which was nice.  It also comes with a full charger not just the USB cable.  Expandable micro usb storage -128gb capacity.Great Job Lenovo!,5,Tab M9
Wow!!!!! So powerful. So relatable. This book has brought so much peace and understanding in regards to the trials and tribulations I have gone thru.. I found myself everyday so eager to read the next message of the day.. there is no doubt!!!! The holy spirit had a hand in this.. full of hope and faith and trust.I love the faithful relationship Tammy has with the Lord. I too have used her ideas to better my relationship with my Lord.. I highly!!!!! Recommend it. such a fun!!!! Read.. brought me such laughter in a world such as ours.. Tammy is so funny.. we could all use a dose of laughter hope and above all faith.. thank you!! Tammy for changing my life. Thru your love and obedience.. I love you!,8/15/2024,It's a nice tablet,5,Tab M9
James W.,5/26/2024,Used this to replace my old tablet because the Library (Libby) software would no longer work. This table does everything I need it to.,5,Tab M9
Billy Sear,2/24/2024,"Did not have to deal with seller, cuz this item was perfect,, perfectly wrapped,, shipped and perfectly delivered to my doorProduct has been nothing but reliable, fast, and it's tuff!!  Beleave me. I now how to destroy crap products,, do it all time..Spend a few more dollars on the Lenovo .worth it all day.",5,Tab M9
Florida Sun,4/23/2024,"Screen quality is great, speed it normal for price, it’s for my daughter so she doesn’t use the camera. Idk who would on a lenovo lol touch sensitivity is great",5,Tab M9
Aly K|Aly K,11/21/2024,"I bought this tablet for my 4 year old and let me tell you why and how I came to this one:My husband gave my toddler his old Android Galaxy tablet a year ago and it has since died. It was a very old tablet but did what we needed it to do. When it died, I found an Amazon fire kids tablet, which was not what I expected at all and though there being lots of things for kids, there was very little parental control I actually had and we could not download the apps we wanted as it's all through Amazon.I then ordered an android kids tablet and I had it set to return within a few hours of opening it because of similar issues. We could download the apps we wanted but they were different- youtube kids for example. It did not allow us the option to log in to the account we already had and would not allow us the option to show only approved content. It was preloaded with ""teacher approved"" content for the age range. It had complete brain cells killing trash on it. I would block one channel and 5 more would pop up. The layout and format of the android kids tablet was also very different from the regular android tablets as well.It was at this point that I landed on this Galaxy Samsung tablet and I am SO happy with this purchase! It is everything we need and were looking for! The size is perfect, the picture quality is great, set up was a breeze, it connected to wifi and Bluetooth headphones easily and quickly and the sound is great too! It has a fast speed and it all works great. It doesn't get hot and it doesn't ever freeze! The price is super reasonable too, especially for what you are getting.Bonus to this tablet and what makes it great for my son is that I can hide all the apps and basically everything on the tablet that I don't want my son messing with. I can make it to where the ONLY things he can get into or have access to are the hand selected apps of my choosing. I was able to log into kids youtube and log in with the same login we have on our TV and other devices so that saved time and allowed for my son to only see the content that I approved for him to watch. I was able to download a bunch of the completely free and add free learning apps (lucas and friends) and he can have the fun of screen time all while it being all learning- ABCs, numbers, learning how to spell, how to write, easy math, puzzles, etc.I wish I could go back in time and start with this tablet instead of wasting my time with the other two I tried out.  If anything happens to this one, I will definitely be buying again and recommending this tablet to my SIL for my nephew.  I can also use this for myself as well.I bought the following kid proof case and it fits this tablet like a glove and will help protect it from my 4 year old dropping it.  It has the front screen protector on it as well which will help shield the tablet from getting wet too if spilled on.https://www.amazon.com/gp/aw/d/B0CLYCJZTH?psc=1&ref=ppx_pop_mob_b_asin_title",5,Galaxy Tab A9+
