Username,Date,Reviews,Rating
r*****o,5/27/2024 9:12,"Performance:9/10
Product Quality:9/10
Best Feature:Accuracy on physical activities

Im one of the first batch to order this watch, and Ive been testing it for a week and it was a great experience, a big upgrade from my old watch. Plus there's freebies! now nakita ko wala na hehe kaya buti naman naka una na. 
MUST BUY! 
TIP: Just order the rubber strap because eto sakin yung new woven material and after workouts of course there are sweats and it stay to this woven material and causes odor. Siyempre linalabahan ko ??
Bili nalang kayo after market case and strap
https://cf.shopee.vn/file/ph-11134103-7r98u-lvsq1j0w7mype9
https://cf.shopee.vn/file/ph-11134103-7r98z-lvsq1j210wzl61
https://cf.shopee.vn/file/ph-11134103-7r98p-lvsq1j208tskec
https://cf.shopee.vn/file/ph-11134103-7r98v-lvsq1j207f297f
https://cf.shopee.vn/file/ph-11134103-7r98u-lvsq1j0w7mype9
https://cf.shopee.vn/file/ph-11134103-7r98z-lvsq1j210wzl61
https://cf.shopee.vn/file/ph-11134103-7r98p-lvsq1j208tskec
https://cf.shopee.vn/file/ph-11134103-7r98v-lvsq1j207f297f",5
gwaiipabinguit,5/27/2024 23:07,"Performance:Great!!
Best Feature:Sleep and step tracker
Product Quality:??????

I have seen several videos of the Huawei Watch Fit 3 before I decided to purchase it as a birthday gift for myself. I want to be more committed to my physical health and I know that this will help me a lot. ???? superb quality for a good price!!
https://cf.shopee.vn/file/ph-11134103-7r98s-lvtjyg6sny0xb0
https://cf.shopee.vn/file/ph-11134103-7r992-lvtjyg6s8hs1a7
https://cf.shopee.vn/file/ph-11134103-7r98s-lvtjyg72835t59
https://cf.shopee.vn/file/ph-11134103-7r98s-lvtjyg6sny0xb0
https://cf.shopee.vn/file/ph-11134103-7r992-lvtjyg6s8hs1a7
https://cf.shopee.vn/file/ph-11134103-7r98s-lvtjyg72835t59",5
w*****8,5/28/2024 1:03,"Best Feature:Built-in GPS and Music
Product Quality:9.5/10
Performance:9.5/10

Satisfied customer here. There was a time na naglalog ang voice broadcast ng training plan. Hoping hindi maulit. I can now run without my phone. Thanks huawei.
https://cf.shopee.vn/file/ph-11134103-7r98p-lvto13sq609gc6
https://cf.shopee.vn/file/ph-11134103-7r992-lvto13sq7etwcd
https://cf.shopee.vn/file/ph-11134103-7r98q-lvto13sq8tec97
https://cf.shopee.vn/file/ph-11134103-7r98p-lvto13sq609gc6
https://cf.shopee.vn/file/ph-11134103-7r992-lvto13sq7etwcd
https://cf.shopee.vn/file/ph-11134103-7r98q-lvto13sq8tec97",5
m*****6,5/28/2024 3:28,"Performance:10/10
Best Feature:10/10
Product Quality:10/10

I bought this for only 4999. Thank you sa voucher. ??
I have an iphone 15 pro and plano ko bumili ng apple watch SE pero nung napanood ko yung mga reviews about Huawei watch fit 3, I decided to purchase this one. A good alternative for an apple watch. I like the design, battery life, and other features, plus ang dami pang freebies. Worth it! ??
https://cf.shopee.vn/file/ph-11134103-7r991-lvtsvxd2c3d0ed
https://cf.shopee.vn/file/ph-11134103-7r98u-lvtsxtg6nrpge1
https://cf.shopee.vn/file/ph-11134103-7r98z-lvtsxtg6p69wb7
https://cf.shopee.vn/file/ph-11134103-7r991-lvtsvxd2c3d0ed
https://cf.shopee.vn/file/ph-11134103-7r98u-lvtsxtg6nrpge1
https://cf.shopee.vn/file/ph-11134103-7r98z-lvtsxtg6p69wb7",5
p*****r,5/28/2024 7:55,"Product Quality:10/10
Performance:10/10
Best Feature:IOS compatability

I love this watch fit 3! parang apple watch but better and cheaper. di ako nagsisi na nag pre-order ako kasi ang daming freebies! ganda ng freebuds se 2, tumbler at tote bag! thank you huawei!
https://cf.shopee.vn/file/ph-11134103-7r98w-lvu2kirjuee986
https://cf.shopee.vn/file/ph-11134103-7r98w-lvu2kirjuee986",5
l*****6,5/28/2024 17:10,"Product Quality:EXCELLENT
Performance:GREAT PERFORMANCE
Best Feature:WORTH BUYING FOR

Grabe naman Huawei ?? Nagulat ako sa freebies ang dami, may tumbler, freebuds se and tote bag pa. Grabe yung 6,499 na Watch Fit3 nabili ko sa halagang 4,999 tapos ang daming freebies. Sobrang worth it!! Will buy again for my partner. Thank you.
https://cf.shopee.vn/file/ph-11134103-7r98z-lvummlohctms35
https://cf.shopee.vn/file/ph-11134103-7r991-lvummlohsa5d42
https://cf.shopee.vn/file/ph-11134103-7r98u-lvummlo7d89064
https://cf.shopee.vn/file/ph-11134103-7r98u-lvummlo7emtgee
https://cf.shopee.vn/file/ph-11134103-7r98z-lvummlohctms35
https://cf.shopee.vn/file/ph-11134103-7r991-lvummlohsa5d42
https://cf.shopee.vn/file/ph-11134103-7r98u-lvummlo7d89064
https://cf.shopee.vn/file/ph-11134103-7r98u-lvummlo7emtgee",5
123543_,5/29/2024 0:18,"Performance:superb
Product Quality:fantastic
Best Feature:compatibility

Huawei rhymes with OA. OA sa freebies, OA sa ganda, OA sa bilis magpa ship haha. Akala ng asawa ko, cabinet yung dumating. Watch lang binili pero with earbuds, tumbler and bag. Worth the purchase. Ang ganda rin ng watch, super sleek ng design, breathable strap pa. Ang daming function ng watch at ang tagal malowbatt nakakainis gusto ko na ma try i charge. 1day, 30% palang bawas sa battery. So nice talaga.
https://cf.shopee.vn/file/ph-11134103-7r98w-lvv1srp6estda8
https://cf.shopee.vn/file/ph-11134103-7r98w-lvv1srp6g7dt73
https://cf.shopee.vn/file/ph-11134103-7r98w-lvv1srp6estda8
https://cf.shopee.vn/file/ph-11134103-7r98w-lvv1srp6g7dt73",5
g*****o,5/30/2024 8:19,"Product Quality:very good
Best Feature:very good
Performance:the best

I got it for only 5800 with freebews. Very affordable watch with lots pf functions!  Very good seller.
https://cf.shopee.vn/file/ph-11134103-7r990-lvwye74surmp5e
https://cf.shopee.vn/file/ph-11134103-7r990-lvwye74surmp5e",5
l*****8,6/1/2024 1:54,"Product Quality:nice sulittt
Best Feature:battery
Performance:so far i love it. all the features

So happy to receive freebies and discounts. The quality of tjis watch is superb. I love collecting watches and tjis one is soo great. Great buy
https://cf.shopee.vn/file/ph-11134103-7r98v-lvzfg9eu52ised
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfg9eu6h3801
https://cf.shopee.vn/file/ph-11134103-7r98u-lvzfg9eu7vnoc0
https://cf.shopee.vn/file/ph-11134103-7r991-lvzfg9eu9a841d
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfg9euaosk3c
https://cf.shopee.vn/file/ph-11134103-7r98v-lvzfg9eu52ised
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfg9eu6h3801
https://cf.shopee.vn/file/ph-11134103-7r98u-lvzfg9eu7vnoc0
https://cf.shopee.vn/file/ph-11134103-7r991-lvzfg9eu9a841d
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfg9euaosk3c",5
gracecabanilla,6/1/2024 2:01,"Performance:the best
Product Quality:perfect
Best Feature:looks like apple watch but in a low price

As expected ang ganda!!! Parang apple watch lang ang peg but in a low price plus pa na pag dito nag order is may mga freebies!! Upgrade toh sa huawei band 6 ko, salitan ko sila kasi working pa naman yung huawei band 6 ko, ganun katibay ang huawei watch!! Keep it up huawei!!
https://cf.shopee.vn/file/ph-11134103-7r98t-lvzfh7pafh1gd0
https://cf.shopee.vn/file/ph-11134103-7r98u-lvzfh7pa0129af
https://cf.shopee.vn/file/ph-11134103-7r98p-lvzfh7pa00sk9e
https://cf.shopee.vn/file/ph-11134103-7r98t-lvzfh7pafh1gd0
https://cf.shopee.vn/file/ph-11134103-7r98u-lvzfh7pa0129af
https://cf.shopee.vn/file/ph-11134103-7r98p-lvzfh7pa00sk9e",5
a*****a,6/1/2024 2:04,"Performance:the best
Product Quality:topnotch
Best Feature:long battery life, apps, and enhanced health monitor features

I have waited for this watch to come. The freebies are an absolute delight. Love the watch. Great product! Worth every penny. ??
https://cf.shopee.vn/file/ph-11134103-7r98q-lvzfr7h1haap20
https://cf.shopee.vn/file/ph-11134103-7r98q-lvzfr6eh1ptw22
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfr6vyc4xwa5
https://cf.shopee.vn/file/ph-11134103-7r992-lvzfr6eh1q3la0
https://cf.shopee.vn/file/ph-11134103-7r98q-lvzfr7h1haap20
https://cf.shopee.vn/file/ph-11134103-7r98q-lvzfr6eh1ptw22
https://cf.shopee.vn/file/ph-11134103-7r98r-lvzfr6vyc4xwa5
https://cf.shopee.vn/file/ph-11134103-7r992-lvzfr6eh1q3la0",5
chevjohnsons,6/2/2024 7:24,"Performance:premium feels but cheap price
Product Quality:very good
Best Feature:apple watch feels, upgrade from watch fit series

super worth the buy! Very happy. Steal pa yung freebies. No plans talaga to buy, kasi contented naman ako sa watch fit SE na gamit ko pero nagpabudol sa nakitang inclusion ng freebies.
Apple watch aesthetic pero way better battery life palang talong talo na, cheaper vs price point and modes for sports mas marami din.
Super bilis din nadeliver, initial date june 4-11 pero june 1 palang dumating na kahit pre-order.
https://cf.shopee.vn/file/ph-11134103-7r98y-lw14iurwo6bo69
https://cf.shopee.vn/file/ph-11134103-7r98w-lw16bdtx4dfo98
https://cf.shopee.vn/file/ph-11134103-7r98t-lw16bdtxjtoked
https://cf.shopee.vn/file/ph-11134103-7r98y-lw16bdtx5s9taa
https://cf.shopee.vn/file/ph-11134103-7r98y-lw14iurwo6bo69
https://cf.shopee.vn/file/ph-11134103-7r98w-lw16bdtx4dfo98
https://cf.shopee.vn/file/ph-11134103-7r98t-lw16bdtxjtoked
https://cf.shopee.vn/file/ph-11134103-7r98y-lw16bdtx5s9taa",5
juancarloscorpuz,6/2/2024 23:41,"Performance:10/10
Product Quality:10/10
Best Feature:long lasting battery performance

Thank you HUAWEI this is My first smartwatch! Buti nakahabol pa ako sa madaming Freebies bago naubos. Sulit ang pag aantay ng Pre order last month
https://cf.shopee.vn/file/ph-11134103-7r992-lw25hvpc4l0he2
https://cf.shopee.vn/file/ph-11134103-7r98s-lw25hvpcv9sxdd
https://cf.shopee.vn/file/ph-11134103-7r990-lw25hvq5z56s3c
https://cf.shopee.vn/file/ph-11134103-7r98v-lw25hvpc0db5b5
https://cf.shopee.vn/file/ph-11134103-7r992-lw25hvpc4l0he2
https://cf.shopee.vn/file/ph-11134103-7r98s-lw25hvpcv9sxdd
https://cf.shopee.vn/file/ph-11134103-7r990-lw25hvq5z56s3c
https://cf.shopee.vn/file/ph-11134103-7r98v-lw25hvpc0db5b5",5
a*****o,6/3/2024 5:46,"Best Feature:Square Face, Works well with IOS
Performance:Great!
Product Quality:Looks good

Sulit sa price and freebies.
Got the preorder with freebies and 0% interest via SpayLater.
Mareplace ko na ung Huawei Band 7 ko.
https://cf.shopee.vn/file/ph-11134103-7r98z-lw2ifdncsbxdf5
https://cf.shopee.vn/file/ph-11134103-7r990-lw2ifdncsbno59
https://cf.shopee.vn/file/ph-11134103-7r98w-lw2ifdnd7s69f7
https://cf.shopee.vn/file/ph-11134103-7r98z-lw2ifdncsbxdf5
https://cf.shopee.vn/file/ph-11134103-7r990-lw2ifdncsbno59
https://cf.shopee.vn/file/ph-11134103-7r98w-lw2ifdnd7s69f7",5
k*****l,6/4/2024 13:24,"Best Feature:Stress Level tracker
Product Quality:High quality
Performance:Smooth

Thank you Huawei! Didn’t expect the freebies! I was wondering why the box was so big knowing I only bought a watch ?? Got me more excited about the mug and free buds! ?? But the watch is great. A lot of features. It’s my first smart watch anyway. Not bad for a first. Will probably wear this whole week to test its battery life. I hope it will last long. Thank you so much! Got this for only 5000 with spaylater ??
https://cf.shopee.vn/file/ph-11134103-7r98r-lw4dzhglghupa4
https://cf.shopee.vn/file/ph-11134103-7r98r-lw4dzhglghl037
https://cf.shopee.vn/file/ph-11134103-7r98r-lw4dzhglghupa4
https://cf.shopee.vn/file/ph-11134103-7r98r-lw4dzhglghl037",5
mtchjshcrz,6/4/2024 15:52,"The delivery was so fast. I was shock coz the wrapped was too big. I thought the only freebie is the earbuds but to be surprised it has a box with bag and tumbler. The watch is superb and i love it so much
https://cf.shopee.vn/file/ph-11134103-7r98z-lw4jinfphw5g0f
https://cf.shopee.vn/file/ph-11134103-7r98x-lw4jinfp2g6920
https://cf.shopee.vn/file/ph-11134103-7r98o-lw4jinfp2fwk2e
https://cf.shopee.vn/file/ph-11134103-7r98w-lw4jinfpxcec8b
https://cf.shopee.vn/file/ph-11134103-7r98z-lw4jinfphw5g0f
https://cf.shopee.vn/file/ph-11134103-7r98x-lw4jinfp2g6920
https://cf.shopee.vn/file/ph-11134103-7r98o-lw4jinfp2fwk2e
https://cf.shopee.vn/file/ph-11134103-7r98w-lw4jinfpxcec8b",5
a*****9,6/4/2024 23:37,"Performance:great
Best Feature:IOS compatible
Product Quality:great

Nabili ko siya with a voucher worth 1500 tapos 0% installment pa sa Shopeepay. Sulit ang presyo plus ang daming freebies. Ganda din ng tunog ng Free buds. Thank you Shopee and Huawei.
https://cf.shopee.vn/file/ph-11134103-7r990-lw4zv27qoaxtb9
https://cf.shopee.vn/file/ph-11134103-7r98s-lw4zv27qoao4c6
https://cf.shopee.vn/file/ph-11134103-7r991-lw4zv27rj75w3f
https://cf.shopee.vn/file/ph-11134103-7r990-lw4zv27qoaxtb9
https://cf.shopee.vn/file/ph-11134103-7r98s-lw4zv27qoao4c6
https://cf.shopee.vn/file/ph-11134103-7r991-lw4zv27rj75w3f",5
i*****o,6/5/2024 1:16,"Best Feature:the best smart watch ive buy

Sulit ang pera na binili at yung freebies grabh parang kalahati ng price yung freebies , best watch to buy in the market ngayun smart watch na parang i watch at ang gaan pa gamitin . The feature is sulit at accurate pa matagal ma lowbat at handy dalhin gasi magaan. Buy now kasi ngayun lang may freebies na ganyan.
https://cf.shopee.vn/file/ph-11134103-7r98u-lw53jfebd9b5d6
https://cf.shopee.vn/file/ph-11134103-7r98o-lw53jfhx7z0ked
https://cf.shopee.vn/file/ph-11134103-7r98t-lw53jfhx7za98c
https://cf.shopee.vn/file/ph-11134103-7r990-lw53jfebenvl1f
https://cf.shopee.vn/file/ph-11134103-7r98u-lw53jfhx9dl058
https://cf.shopee.vn/file/ph-11134103-7r98u-lw53jfebd9b5d6
https://cf.shopee.vn/file/ph-11134103-7r98o-lw53jfhx7z0ked
https://cf.shopee.vn/file/ph-11134103-7r98t-lw53jfhx7za98c
https://cf.shopee.vn/file/ph-11134103-7r990-lw53jfebenvl1f
https://cf.shopee.vn/file/ph-11134103-7r98u-lw53jfhx9dl058",5
a*****s,6/5/2024 23:32,"Performance:Very good,fast and easy to navigate
Product Quality:a 10/10 product quality
Best Feature:AOD,60HZ,AMOLED SCREEN,GPS,BATTERY

First,the product arrived earlier than the expected delivery dates so it's a plus.For the product,I can't say anything bad because overall the watch is very good and way better than  apple watch in terms of battery life and functionality.Thank you also to Huawei Store for the cinsistent updates and giving me this very useful watch.Thank you Shopee and thank you also to kuya rider my friend???? 5 star quality product.
https://cf.shopee.vn/file/ph-11134103-7r991-lw6f845lfy3l1d
https://cf.shopee.vn/file/ph-11134103-7r991-lw6f845lfy3l1d",5
_*****y,6/6/2024 1:23,"Product Quality:good
Best Feature:connectivity
Performance:??????????

So far so good, received the item last 6/4/24, i am very pleased with the freebies, didn’t expect to receive such a huge parcel. So happy with the purchase since i got it for only around 4,000+ it is very much of a great deal ??. I decided to purchase the watch fit 3 since i have been using my old watch fit for more than 2 years na and been loving it ever since.
https://cf.shopee.vn/file/ph-11134103-7r98o-lw6j579b7x1gc9
https://cf.shopee.vn/file/ph-11134103-7r98x-lw6j579b9blwa7
https://cf.shopee.vn/file/ph-11134103-7r98s-lw6j5p1f778hfc
https://cf.shopee.vn/file/ph-11134103-7r98o-lw6j5p1erqzl71
https://cf.shopee.vn/file/ph-11134103-7r98o-lw6j579b7x1gc9
https://cf.shopee.vn/file/ph-11134103-7r98x-lw6j579b9blwa7
https://cf.shopee.vn/file/ph-11134103-7r98s-lw6j5p1f778hfc
https://cf.shopee.vn/file/ph-11134103-7r98o-lw6j5p1erqzl71",5
belleartucilla,6/7/2024 5:58,"Best Feature:long hours active!
Product Quality:excellent
Performance:excellent

Thank so much! This is by far the best budol that I have for this year. I love the watch and best thing is? A lot of freebies! ??????
https://cf.shopee.vn/file/ph-11134103-7r98u-lw88fp7qtatg61
https://cf.shopee.vn/file/ph-11134103-7r990-lw88fp7r8rc10d
https://cf.shopee.vn/file/ph-11134103-7r98s-lw88fp7qupdw9d
https://cf.shopee.vn/file/ph-11134103-7r98u-lw88fp7qtatg61
https://cf.shopee.vn/file/ph-11134103-7r990-lw88fp7r8rc10d
https://cf.shopee.vn/file/ph-11134103-7r98s-lw88fp7qupdw9d",5
a*****t,6/9/2024 7:16,"Product Quality:very good
Performance:yet to try
Best Feature:aesthetic and functions

It is said pre-order for 14 days, but I received it the next day after placing my order. Gahd, this is such a beaut ?? 
Watched a lot of reviews first before magpabudol ??
https://cf.shopee.vn/file/ph-11134103-7r992-lwb5ezfpz3lw25
https://cf.shopee.vn/file/ph-11134103-7r98r-lwb5z94o49y965
https://cf.shopee.vn/file/ph-11134103-7r992-lwb5ezfpz3lw25
https://cf.shopee.vn/file/ph-11134103-7r98r-lwb5z94o49y965",5
kimochipotchi,6/9/2024 11:45,"Product Quality:Great
Best Feature:Cheap alternative to Apple Watch
Performance:Superb

It’s only a few hours since I’ve received the watch but so far it’s doing well. I love the features- it feels like the cost is justified. The design is sleek too, not to big on a girl’s wrist. The color is great too. Same hue as my IP 15. Delivery was shocking I ordered this 2 nights ago. Within 48 hours, it’s with me already.
https://cf.shopee.vn/file/ph-11134103-7r98o-lwbflccjzmysef
https://cf.shopee.vn/file/ph-11134103-7r98w-lwbflccjk6pwc6
https://cf.shopee.vn/file/ph-11134103-7r98o-lwbflccjzmysef
https://cf.shopee.vn/file/ph-11134103-7r98w-lwbflccjk6pwc6",5
euniekrist,6/9/2024 23:38,"Best Feature:FITNESS TRACKER
Product Quality:10/10 SUPER NICE
Performance:10/10 MATAGAL MALOWBAT

Received item with a lot of freebies!! The Huawei watch fit 3 is so nice and looks aesthetic. Comes with FreeBuds SE2 na super tagal malowbat and maganda ang sound quality. Also, free merch - tumbler and tote bag na super ganda!! I am obsessed!!! Easy to connect on my iPhone14ProMax!! No issue and able to purchased this using SPay 0% interest!!
https://cf.shopee.vn/file/ph-11134103-7r990-lwc4uucxo5lt71
https://cf.shopee.vn/file/ph-11134103-7r992-lwc4uucy3lup03
https://cf.shopee.vn/file/ph-11134103-7r98o-lwc4uud7mc5g35
https://cf.shopee.vn/file/ph-11134103-7r990-lwc4uud81so170
https://cf.shopee.vn/file/ph-11134103-7r98t-lwc4uud7mcf594
https://cf.shopee.vn/file/ph-11134103-7r990-lwc4uucxo5lt71
https://cf.shopee.vn/file/ph-11134103-7r992-lwc4uucy3lup03
https://cf.shopee.vn/file/ph-11134103-7r98o-lwc4uud7mc5g35
https://cf.shopee.vn/file/ph-11134103-7r990-lwc4uud81so170
https://cf.shopee.vn/file/ph-11134103-7r98t-lwc4uud7mcf594",5
krisabe95,6/10/2024 4:34,"Performance:Excellent
Best Feature:Good
Product Quality:Kudos Huawei for creating another good and quality product. I personally owned Huawei Band 6 watch and for 6 years of owning and using it, still, never fails to amaze me on how smooth and easy to use and wear it. And take note, ambilis ng delivery knowing na Vis pa ako. Thank you Huawei and good job. More useful and creative products to come! ??????
https://cf.shopee.vn/file/ph-11134103-7r98y-lwcflmob1jdt94
https://cf.shopee.vn/file/ph-11134103-7r98w-lwcflmob2xy9d7
https://cf.shopee.vn/file/ph-11134103-7r98y-lwcflmob1jdt94
https://cf.shopee.vn/file/ph-11134103-7r98w-lwcflmob2xy9d7",5
